38	TAG-7003	2025-08-21 19:48:16.000000	2025-08-21 19:49:08.000000	0	158
39	TAG-7003	2025-08-21 19:50:52.000000	2025-08-21 19:50:52.000000	158	158
39	TAG-7003	2025-08-21 19:50:52.000000	2025-08-21 19:51:32.000000	158	280
40	TAG-7003	2025-08-21 19:54:07.000000	2025-08-21 19:55:42.000000	0	0
41	TAG-7003	2025-08-21 19:56:16.000000	2025-08-21 19:57:14.000000	0	125
42	TAG-7003	2025-08-21 19:58:11.000000	2025-08-21 20:00:10.000000	125	426
43	TAG-7003	2025-08-21 19:59:05.000000	2025-08-21 19:59:05.000000	280	280
44	TAG-7003	2025-08-21 19:59:45.000000	2025-08-21 19:59:45.000000	280	280
